K,Time,ARI,AMI,algo,dataset,N,M,TrueK,id,index,distance,agg
3.0,7.246674714000001,0.31308882292606827,0.40314665859473314,kmeans,segmentation,2310,18,7,10,elbow_12,euclidean,mean
7.0,7.246674210000002,0.5401602464619439,0.6226798110400545,kmeans,segmentation,2310,18,7,10,elbow_21,euclidean,mean
5.0,7.246679274999998,0.48667967917121224,0.5729650903892602,kmeans,segmentation,2310,18,7,10,elbow_33,euclidean,mean
2.0,7.380738352000002,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,10,calinski_harabasz,euclidean,mean
,7.3947342240000005,,,kmeans,segmentation,2310,18,7,10,hartigan,euclidean,mean
3.0,7.393864739999998,0.31308882292606827,0.40314665859473314,kmeans,segmentation,2310,18,7,10,wb_index,euclidean,mean
30.0,7.400320353999998,0.34975406747102916,0.4934790240361464,kmeans,segmentation,2310,18,7,10,xu_index,euclidean,mean
4.0,7.246680159,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,10,elbow_11,euclidean,amin
21.0,7.246669975,0.3868208119303921,0.5197305840062605,kmeans,segmentation,2310,18,7,10,elbow_22,euclidean,amin
21.0,7.246675424000003,0.3868208119303921,0.5197305840062605,kmeans,segmentation,2310,18,7,10,elbow_12,euclidean,amin
4.0,7.2466939260000025,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,10,elbow_21,euclidean,amin
8.0,7.246675828000001,0.5102974709848218,0.6203709439755599,kmeans,segmentation,2310,18,7,10,elbow_33,euclidean,amin
2.0,7.402255274000002,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,10,calinski_harabasz,euclidean,amax
22.0,7.395806122000003,0.35075597871345426,0.4934562784821057,kmeans,segmentation,2310,18,7,10,hartigan,euclidean,amin
2.0,7.387795578000002,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,10,wb_index,euclidean,amin
29.0,7.396487005000001,0.34152197920739197,0.496374018301461,kmeans,segmentation,2310,18,7,10,xu_index,euclidean,amin
2.0,45.150394632,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,10,silhouette,-,wss_min
4.0,7.633650222,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_11,conventional,mean
4.0,7.633560179,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_22,conventional,mean
4.0,7.633550847000002,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_12,conventional,mean
4.0,7.633545826000002,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_21,conventional,mean
5.0,7.633559662,0.5201395572141518,0.5889077080807719,rswap,segmentation,2310,18,7,10,elbow_33,conventional,mean
4.0,7.801125127000002,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,calinski_harabasz,conventional,mean
,7.789350119999998,,,rswap,segmentation,2310,18,7,10,hartigan,conventional,mean
4.0,7.789327512,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,wb_index,conventional,mean
30.0,7.78835544,0.3091059434496927,0.4867066002622706,rswap,segmentation,2310,18,7,10,xu_index,conventional,mean
4.0,7.633582783000001,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_11,conventional,amin
4.0,7.633550959999997,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_22,conventional,amin
4.0,7.633545341000001,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_12,conventional,amin
4.0,7.633548576999999,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_21,conventional,amin
5.0,7.6335420119999995,0.5201395572141518,0.5889077080807719,rswap,segmentation,2310,18,7,10,elbow_33,conventional,amin
4.0,7.791382971000001,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,calinski_harabasz,conventional,amax
,7.791384763,,,rswap,segmentation,2310,18,7,10,hartigan,conventional,amin
4.0,7.790068659000003,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,wb_index,conventional,amin
30.0,7.7860238750000015,0.3091059434496927,0.4867066002622706,rswap,segmentation,2310,18,7,10,xu_index,conventional,amin
4.0,7.456882342999997,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_11,euclidean,mean
4.0,7.456788732,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_22,euclidean,mean
4.0,7.456800556000001,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_12,euclidean,mean
4.0,7.456780716999997,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_21,euclidean,mean
5.0,7.456791586999998,0.5200375509622548,0.5878093920722494,rswap,segmentation,2310,18,7,10,elbow_33,euclidean,mean
2.0,7.613258467000001,0.10391407202261774,0.19547375845579204,rswap,segmentation,2310,18,7,10,calinski_harabasz,euclidean,mean
,7.604124123999998,,,rswap,segmentation,2310,18,7,10,hartigan,euclidean,mean
3.0,7.607278047999998,0.31308882292606827,0.40314665859473303,rswap,segmentation,2310,18,7,10,wb_index,euclidean,mean
30.0,7.6085047370000005,0.3091059434496927,0.4867066002622706,rswap,segmentation,2310,18,7,10,xu_index,euclidean,mean
25.0,7.456786560000001,0.370280291728768,0.5136884394170848,rswap,segmentation,2310,18,7,10,elbow_11,euclidean,amin
4.0,7.456798033999998,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_22,euclidean,amin
4.0,7.456766876,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_12,euclidean,amin
4.0,7.456765356999998,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,10,elbow_21,euclidean,amin
5.0,7.456762920999999,0.5200375509622548,0.5878093920722494,rswap,segmentation,2310,18,7,10,elbow_33,euclidean,amin
2.0,7.607829611,0.10391407202261774,0.19547375845579204,rswap,segmentation,2310,18,7,10,calinski_harabasz,euclidean,amax
,7.610906950999997,,,rswap,segmentation,2310,18,7,10,hartigan,euclidean,amin
3.0,7.606119548999999,0.31308882292606827,0.40314665859473303,rswap,segmentation,2310,18,7,10,wb_index,euclidean,amin
30.0,7.616036430999998,0.3091059434496927,0.4867066002622706,rswap,segmentation,2310,18,7,10,xu_index,euclidean,amin
2.0,45.43611791699999,0.10391407202261774,0.19547375845579204,rswap,segmentation,2310,18,7,10,silhouette,-,wss_min
3.0,6.859548459000003,0.31377372146727567,0.40375698062923643,kmeans,segmentation,2310,18,7,100,elbow_11,conventional,mean
6.0,6.859509689000014,0.5297979589726338,0.6048031499261213,kmeans,segmentation,2310,18,7,100,elbow_22,conventional,mean
5.0,6.859487172000009,0.48758799101807915,0.5730052284804855,kmeans,segmentation,2310,18,7,100,elbow_12,conventional,mean
19.0,6.85948276300001,0.40085207663337324,0.5312601632015654,kmeans,segmentation,2310,18,7,100,elbow_21,conventional,mean
5.0,6.859482588000013,0.48758799101807915,0.5730052284804855,kmeans,segmentation,2310,18,7,100,elbow_33,conventional,mean
3.0,6.970669628000003,0.31377372146727567,0.40375698062923643,kmeans,segmentation,2310,18,7,100,calinski_harabasz,conventional,mean
,6.987097294000002,,,kmeans,segmentation,2310,18,7,100,hartigan,conventional,mean
5.0,6.987162372000007,0.48758799101807915,0.5730052284804855,kmeans,segmentation,2310,18,7,100,wb_index,conventional,mean
30.0,7.022041561000002,0.34338557574210055,0.49408580755091747,kmeans,segmentation,2310,18,7,100,xu_index,conventional,mean
4.0,6.859538528000009,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,100,elbow_11,conventional,amin
4.0,6.859515415000011,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,100,elbow_22,conventional,amin
4.0,6.859515760000001,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,100,elbow_12,conventional,amin
4.0,6.859509913000004,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,100,elbow_21,conventional,amin
5.0,6.8595203300000165,0.48758799101807915,0.5730052284804855,kmeans,segmentation,2310,18,7,100,elbow_33,conventional,amin
4.0,6.9990964900000066,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,100,calinski_harabasz,conventional,amax
23.0,6.988327049000013,0.37578838974325646,0.5072833610854864,kmeans,segmentation,2310,18,7,100,hartigan,conventional,amin
4.0,6.983657989000001,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,100,wb_index,conventional,amin
30.0,6.986856941999996,0.34338557574210055,0.49408580755091747,kmeans,segmentation,2310,18,7,100,xu_index,conventional,amin
3.0,6.393194133999998,0.31308882292606827,0.40314665859473314,kmeans,segmentation,2310,18,7,100,elbow_11,euclidean,mean
6.0,6.393170611000002,0.5274039953721428,0.6003886975124354,kmeans,segmentation,2310,18,7,100,elbow_22,euclidean,mean
5.0,6.393156895000004,0.4429690074831468,0.5592721338864054,kmeans,segmentation,2310,18,7,100,elbow_12,euclidean,mean
19.0,6.393171280999994,0.40085207663337324,0.5312601632015654,kmeans,segmentation,2310,18,7,100,elbow_21,euclidean,mean
5.0,6.393162348999994,0.4429690074831468,0.5592721338864054,kmeans,segmentation,2310,18,7,100,elbow_33,euclidean,mean
2.0,6.532441769000002,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,100,calinski_harabasz,euclidean,mean
,6.525502676000002,,,kmeans,segmentation,2310,18,7,100,hartigan,euclidean,mean
3.0,6.52445625499999,0.31308882292606827,0.40314665859473314,kmeans,segmentation,2310,18,7,100,wb_index,euclidean,mean
30.0,6.523593649000006,0.33184725200739024,0.49352816127501714,kmeans,segmentation,2310,18,7,100,xu_index,euclidean,mean
19.0,6.39315276100001,0.40085207663337324,0.5312601632015654,kmeans,segmentation,2310,18,7,100,elbow_11,euclidean,amin
4.0,6.393143895999998,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,100,elbow_22,euclidean,amin
25.0,6.393140666000008,0.38491480534088973,0.5146599538929433,kmeans,segmentation,2310,18,7,100,elbow_12,euclidean,amin
19.0,6.393140084999999,0.40085207663337324,0.5312601632015654,kmeans,segmentation,2310,18,7,100,elbow_21,euclidean,amin
9.0,6.393141289999988,0.43921356512296394,0.5708496496674133,kmeans,segmentation,2310,18,7,100,elbow_33,euclidean,amin
2.0,6.523233731000005,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,100,calinski_harabasz,euclidean,amax
19.0,6.527334148999998,0.40085207663337324,0.5312601632015654,kmeans,segmentation,2310,18,7,100,hartigan,euclidean,amin
2.0,6.515462471999996,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,100,wb_index,euclidean,amin
30.0,6.516618252000001,0.33184725200739024,0.49352816127501714,kmeans,segmentation,2310,18,7,100,xu_index,euclidean,amin
2.0,38.95259443600001,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,100,silhouette,-,wss_min
4.0,6.952203535000002,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,elbow_11,conventional,mean
4.0,6.952145470999987,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,elbow_22,conventional,mean
4.0,6.952146034000002,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,elbow_12,conventional,mean
4.0,6.952152730000002,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,elbow_21,conventional,mean
5.0,6.952143634000002,0.5201395572141518,0.5889077080807719,rswap,segmentation,2310,18,7,100,elbow_33,conventional,mean
4.0,7.092318362000007,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,calinski_harabasz,conventional,mean
,7.088583887999995,,,rswap,segmentation,2310,18,7,100,hartigan,conventional,mean
4.0,7.0895699440000115,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,wb_index,conventional,mean
30.0,7.0881071319999975,0.3016956088864227,0.4780467978579024,rswap,segmentation,2310,18,7,100,xu_index,conventional,mean
4.0,6.952159169000005,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,elbow_11,conventional,amin
4.0,6.952140249000003,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,elbow_22,conventional,amin
4.0,6.952135186,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,elbow_12,conventional,amin
4.0,6.952135477999995,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,elbow_21,conventional,amin
5.0,6.952139234999997,0.5201395572141518,0.5889077080807719,rswap,segmentation,2310,18,7,100,elbow_33,conventional,amin
4.0,7.089740857999992,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,calinski_harabasz,conventional,amax
,7.082372332000013,,,rswap,segmentation,2310,18,7,100,hartigan,conventional,amin
4.0,7.175820064999989,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,100,wb_index,conventional,amin
30.0,7.088524619000005,0.3016956088864227,0.4780467978579024,rswap,segmentation,2310,18,7,100,xu_index,conventional,amin
4.0,6.538518745000005,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,100,elbow_11,euclidean,mean
4.0,6.538187530000002,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,100,elbow_22,euclidean,mean
4.0,6.538186723999999,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,100,elbow_12,euclidean,mean
4.0,6.538176946000007,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,100,elbow_21,euclidean,mean
5.0,6.538174437999999,0.5204496140053444,0.588496945778814,rswap,segmentation,2310,18,7,100,elbow_33,euclidean,mean
2.0,6.67369875,0.10391407202261774,0.19547375845579204,rswap,segmentation,2310,18,7,100,calinski_harabasz,euclidean,mean
,6.661182732,,,rswap,segmentation,2310,18,7,100,hartigan,euclidean,mean
3.0,6.670311894000008,0.31377372146727567,0.4037569806292365,rswap,segmentation,2310,18,7,100,wb_index,euclidean,mean
30.0,6.674736398999997,0.3016956088864227,0.4780467978579024,rswap,segmentation,2310,18,7,100,xu_index,euclidean,mean
4.0,6.538179082000013,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,100,elbow_11,euclidean,amin
4.0,6.53817109900001,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,100,elbow_22,euclidean,amin
4.0,6.5381757789999995,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,100,elbow_12,euclidean,amin
4.0,6.538170246000007,0.4812040992919252,0.5592721338864053,rswap,segmentation,2310,18,7,100,elbow_21,euclidean,amin
5.0,6.538169428000003,0.5204496140053444,0.588496945778814,rswap,segmentation,2310,18,7,100,elbow_33,euclidean,amin
2.0,6.671658590999996,0.10391407202261774,0.19547375845579204,rswap,segmentation,2310,18,7,100,calinski_harabasz,euclidean,amax
,6.671604197999997,,,rswap,segmentation,2310,18,7,100,hartigan,euclidean,amin
3.0,6.6704871170000075,0.31377372146727567,0.4037569806292365,rswap,segmentation,2310,18,7,100,wb_index,euclidean,amin
30.0,6.673170299999995,0.3016956088864227,0.4780467978579024,rswap,segmentation,2310,18,7,100,xu_index,euclidean,amin
2.0,38.75971088,0.10391407202261774,0.19547375845579204,rswap,segmentation,2310,18,7,100,silhouette,-,wss_min
3.0,6.8767920719999935,0.31377372146727567,0.40375698062923643,kmeans,segmentation,2310,18,7,105,elbow_11,conventional,mean
6.0,6.876712750999992,0.5285446840225074,0.6039574199583277,kmeans,segmentation,2310,18,7,105,elbow_22,conventional,mean
5.0,6.876714390000011,0.48667967917121224,0.5729650903892602,kmeans,segmentation,2310,18,7,105,elbow_12,conventional,mean
22.0,6.876730008000003,0.3882357381216465,0.523114565935519,kmeans,segmentation,2310,18,7,105,elbow_21,conventional,mean
5.0,6.876715727000011,0.48667967917121224,0.5729650903892602,kmeans,segmentation,2310,18,7,105,elbow_33,conventional,mean
3.0,7.013149970999997,0.31377372146727567,0.40375698062923643,kmeans,segmentation,2310,18,7,105,calinski_harabasz,conventional,mean
,7.013123481000001,,,kmeans,segmentation,2310,18,7,105,hartigan,conventional,mean
5.0,7.013922506999997,0.48667967917121224,0.5729650903892602,kmeans,segmentation,2310,18,7,105,wb_index,conventional,mean
30.0,7.019523096999997,0.3486027314575486,0.49746855777378224,kmeans,segmentation,2310,18,7,105,xu_index,conventional,mean
4.0,6.876700458000009,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,105,elbow_11,conventional,amin
4.0,6.876691482999995,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,105,elbow_22,conventional,amin
4.0,6.876713619999997,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,105,elbow_12,conventional,amin
4.0,6.876709990000002,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,105,elbow_21,conventional,amin
5.0,6.876713985000002,0.48667967917121224,0.5729650903892602,kmeans,segmentation,2310,18,7,105,elbow_33,conventional,amin
4.0,7.004797793000016,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,105,calinski_harabasz,conventional,amax
28.0,7.007148139000016,0.3400031585192023,0.49437306883349796,kmeans,segmentation,2310,18,7,105,hartigan,conventional,amin
4.0,7.004065501999996,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,105,wb_index,conventional,amin
30.0,7.007028353000003,0.3486027314575486,0.49746855777378224,kmeans,segmentation,2310,18,7,105,xu_index,conventional,amin
3.0,7.071947050999995,0.31308882292606827,0.40314665859473314,kmeans,segmentation,2310,18,7,105,elbow_11,euclidean,mean
6.0,7.071894757999985,0.527129229919789,0.6001770760788255,kmeans,segmentation,2310,18,7,105,elbow_22,euclidean,mean
5.0,7.072006912999996,0.48667967917121224,0.5729650903892602,kmeans,segmentation,2310,18,7,105,elbow_12,euclidean,mean
22.0,7.071895636000008,0.3882357381216465,0.523114565935519,kmeans,segmentation,2310,18,7,105,elbow_21,euclidean,mean
5.0,7.071891798999985,0.48667967917121224,0.5729650903892602,kmeans,segmentation,2310,18,7,105,elbow_33,euclidean,mean
2.0,7.215385472999984,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,105,calinski_harabasz,euclidean,mean
,7.206609360000002,,,kmeans,segmentation,2310,18,7,105,hartigan,euclidean,mean
3.0,7.201609458000007,0.31308882292606827,0.40314665859473314,kmeans,segmentation,2310,18,7,105,wb_index,euclidean,mean
30.0,7.2027677139999895,0.338532687230879,0.48924008658780216,kmeans,segmentation,2310,18,7,105,xu_index,euclidean,mean
4.0,7.071899653999992,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,105,elbow_11,euclidean,amin
27.0,7.071890382999996,0.36555035758268184,0.5078174160976856,kmeans,segmentation,2310,18,7,105,elbow_22,euclidean,amin
27.0,7.0718894019999965,0.36555035758268184,0.5078174160976856,kmeans,segmentation,2310,18,7,105,elbow_12,euclidean,amin
4.0,7.071886094999996,0.4812040992919252,0.5592721338864053,kmeans,segmentation,2310,18,7,105,elbow_21,euclidean,amin
27.0,7.071887794999995,0.36555035758268184,0.5078174160976856,kmeans,segmentation,2310,18,7,105,elbow_33,euclidean,amin
2.0,7.204905110999988,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,105,calinski_harabasz,euclidean,amax
28.0,7.203974345000006,0.3400031585192023,0.49437306883349796,kmeans,segmentation,2310,18,7,105,hartigan,euclidean,amin
2.0,7.207764261999998,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,105,wb_index,euclidean,amin
28.0,7.206819808999995,0.3400031585192023,0.49437306883349796,kmeans,segmentation,2310,18,7,105,xu_index,euclidean,amin
2.0,42.61356578,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,105,silhouette,-,wss_min
4.0,7.733976388999984,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_11,conventional,mean
4.0,7.733913584999989,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_22,conventional,mean
4.0,7.733899677999979,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_12,conventional,mean
4.0,7.7339080309999915,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_21,conventional,mean
5.0,7.733911240999994,0.5201395572141518,0.588907708080772,rswap,segmentation,2310,18,7,105,elbow_33,conventional,mean
4.0,7.879006806999989,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,calinski_harabasz,conventional,mean
,7.873598508999997,,,rswap,segmentation,2310,18,7,105,hartigan,conventional,mean
4.0,7.876243864999985,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,wb_index,conventional,mean
30.0,7.859586469,0.2989485134096807,0.48150163284637526,rswap,segmentation,2310,18,7,105,xu_index,conventional,mean
4.0,7.733900676999987,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_11,conventional,amin
4.0,7.733893555999991,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_22,conventional,amin
4.0,7.733918077999995,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_12,conventional,amin
4.0,7.733890858999992,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_21,conventional,amin
5.0,7.733894552000002,0.5201395572141518,0.588907708080772,rswap,segmentation,2310,18,7,105,elbow_33,conventional,amin
4.0,7.868215119999995,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,calinski_harabasz,conventional,amax
,7.870483899999989,,,rswap,segmentation,2310,18,7,105,hartigan,conventional,amin
4.0,7.8615050439999905,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,wb_index,conventional,amin
30.0,7.876874852999983,0.2989485134096807,0.48150163284637526,rswap,segmentation,2310,18,7,105,xu_index,conventional,amin
4.0,7.198013320000015,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_11,euclidean,mean
4.0,7.1979688469999985,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_22,euclidean,mean
4.0,7.197963891000001,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_12,euclidean,mean
4.0,7.1979643310000085,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_21,euclidean,mean
5.0,7.197970493000014,0.5200375509622548,0.5878093920722495,rswap,segmentation,2310,18,7,105,elbow_33,euclidean,mean
2.0,7.341899161000015,0.10391407202261774,0.19547375845579204,rswap,segmentation,2310,18,7,105,calinski_harabasz,euclidean,mean
,7.331197133000003,,,rswap,segmentation,2310,18,7,105,hartigan,euclidean,mean
3.0,7.340038822000011,0.31377372146727567,0.40375698062923643,rswap,segmentation,2310,18,7,105,wb_index,euclidean,mean
30.0,7.332433631000015,0.2772477961715061,0.47131413888313645,rswap,segmentation,2310,18,7,105,xu_index,euclidean,mean
4.0,7.197966671000017,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_11,euclidean,amin
4.0,7.197959209000018,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_22,euclidean,amin
4.0,7.197956105000003,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_12,euclidean,amin
4.0,7.19795938,0.4812040992919252,0.5592721338864054,rswap,segmentation,2310,18,7,105,elbow_21,euclidean,amin
5.0,7.197954881000001,0.5200375509622548,0.5878093920722495,rswap,segmentation,2310,18,7,105,elbow_33,euclidean,amin
2.0,7.329900152000022,0.10391407202261774,0.19547375845579204,rswap,segmentation,2310,18,7,105,calinski_harabasz,euclidean,amax
,7.358658712000022,,,rswap,segmentation,2310,18,7,105,hartigan,euclidean,amin
3.0,7.336543520000021,0.31377372146727567,0.40375698062923643,rswap,segmentation,2310,18,7,105,wb_index,euclidean,amin
30.0,7.321247489000015,0.2772477961715061,0.47131413888313645,rswap,segmentation,2310,18,7,105,xu_index,euclidean,amin
2.0,42.177473465000006,0.10391407202261774,0.19547375845579204,rswap,segmentation,2310,18,7,105,silhouette,-,wss_min
3.0,7.118278731000018,0.31377372146727567,0.40375698062923643,kmeans,segmentation,2310,18,7,110,elbow_11,conventional,mean
6.0,7.118204047000006,0.5297979589726338,0.6048031499261213,kmeans,segmentation,2310,18,7,110,elbow_22,conventional,mean
3.0,7.118201231000015,0.31377372146727567,0.40375698062923643,kmeans,segmentation,2310,18,7,110,elbow_12,conventional,mean
24.0,7.1182049540000065,0.36365403203268704,0.5055202367349789,kmeans,segmentation,2310,18,7,110,elbow_21,conventional,mean
5.0,7.118225935000012,0.48758799101807915,0.5730052284804855,kmeans,segmentation,2310,18,7,110,elbow_33,conventional,mean
3.0,7.258406374000003,0.31377372146727567,0.40375698062923643,kmeans,segmentation,2310,18,7,110,calinski_harabasz,conventional,mean
,7.2479348610000045,,,kmeans,segmentation,2310,18,7,110,hartigan,conventional,mean
5.0,7.254108116000012,0.48758799101807915,0.5730052284804855,kmeans,segmentation,2310,18,7,110,wb_index,conventional,mean
30.0,7.255037372000018,0.34338557574210055,0.49408580755091747,kmeans,segmentation,2310,18,7,110,xu_index,conventional,mean
19.0,7.1181967390000125,0.3935549468660866,0.5281149409691095,kmeans,segmentation,2310,18,7,110,elbow_11,conventional,amin
4.0,7.1181857640000175,0.4812040992919252,0.5592721338864054,kmeans,segmentation,2310,18,7,110,elbow_22,conventional,amin
4.0,7.118190786000014,0.4812040992919252,0.5592721338864054,kmeans,segmentation,2310,18,7,110,elbow_12,conventional,amin
4.0,7.11819631500002,0.4812040992919252,0.5592721338864054,kmeans,segmentation,2310,18,7,110,elbow_21,conventional,amin
5.0,7.118185469000011,0.48758799101807915,0.5730052284804855,kmeans,segmentation,2310,18,7,110,elbow_33,conventional,amin
4.0,7.2673086440000105,0.4812040992919252,0.5592721338864054,kmeans,segmentation,2310,18,7,110,calinski_harabasz,conventional,amax
19.0,7.27173843300001,0.3935549468660866,0.5281149409691095,kmeans,segmentation,2310,18,7,110,hartigan,conventional,amin
4.0,7.2712122560000125,0.4812040992919252,0.5592721338864054,kmeans,segmentation,2310,18,7,110,wb_index,conventional,amin
30.0,7.271529322000006,0.34338557574210055,0.49408580755091747,kmeans,segmentation,2310,18,7,110,xu_index,conventional,amin
3.0,6.807075947999991,0.31308882292606827,0.40314665859473303,kmeans,segmentation,2310,18,7,110,elbow_11,euclidean,mean
6.0,6.8070344799999845,0.5274039953721428,0.6003886975124354,kmeans,segmentation,2310,18,7,110,elbow_22,euclidean,mean
3.0,6.807029949999986,0.31308882292606827,0.40314665859473303,kmeans,segmentation,2310,18,7,110,elbow_12,euclidean,mean
24.0,6.807029475999997,0.3793341842936522,0.5073040087330378,kmeans,segmentation,2310,18,7,110,elbow_21,euclidean,mean
5.0,6.807033032999996,0.48651395341823717,0.5718097947493381,kmeans,segmentation,2310,18,7,110,elbow_33,euclidean,mean
2.0,6.923493483999991,0.10391407202261774,0.19547375845579204,kmeans,segmentation,2310,18,7,110,calinski_harabasz,euclidean,mean
24.0,6.978947447999985,0.3793341842936522,0.5073040087330378,kmeans,segmentation,2310,18,7,110,hartigan,euclidean,mean
3.0,6.934596861999978,0.31308882292606827,0.40314665859473303,kmeans,segmentation,2310,18,7,110,wb_index,euclidean,mean
30.0,6.935663355999978,0.34338557574210055,0.49408580755091747,kmeans,segmentation,2310,18,7,110,xu_index,euclidean,mean
4.0,6.807403396999987,0.4812040992919252,0.5592721338864054,kmeans,segmentation,2310,18,7,110,elbow_11,euclidean,amin
4.0,6.80703626799999,0.4812040992919252,0.5592721338864054,kmeans,segmentation,2310,18,7,110,elbow_22,euclidean,amin
