K,Time,ARI,AMI,algo,dataset,N,M,TrueK,id,index,distance,agg
3.0,3.6049947970000007,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,0,elbow_12,euclidean,mean
4.0,3.604993566,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,0,elbow_21,euclidean,mean
5.0,3.604991375,0.4670212076986913,0.5402934708474243,rswap,iris,150,3,3,0,elbow_33,euclidean,mean
2.0,3.639609117,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,0,calinski_harabasz,euclidean,mean
6.0,3.6890404510000003,0.4212570621468927,0.50287045928644,rswap,iris,150,3,3,0,hartigan,euclidean,mean
2.0,3.6408948789999993,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,0,wb_index,euclidean,mean
3.0,3.640677213,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,0,xu_index,euclidean,mean
22.0,3.6051728670000003,0.19301979512735326,0.3490429936121585,rswap,iris,150,3,3,0,elbow_11,euclidean,amin
4.0,3.604990133000001,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,0,elbow_22,euclidean,amin
3.0,3.604987748000001,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,0,elbow_12,euclidean,amin
4.0,3.6049908150000007,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,0,elbow_21,euclidean,amin
5.0,3.6050083110000006,0.4670212076986913,0.5402934708474243,rswap,iris,150,3,3,0,elbow_33,euclidean,amin
2.0,3.6408720829999996,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,0,calinski_harabasz,euclidean,amax
7.0,3.641547718,0.4586090120214115,0.5054636228974523,rswap,iris,150,3,3,0,hartigan,euclidean,amin
2.0,3.639642406,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,0,wb_index,euclidean,amin
3.0,3.637344485,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,0,xu_index,euclidean,amin
2.0,5.199738121999999,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,0,silhouette,-,wss_min
25.0,2.5003990640000016,0.20014665545997587,0.34982111239608954,kmeans,iris,150,3,3,10,elbow_11,conventional,mean
4.0,2.499724886000001,0.610664611861335,0.6263778971718847,kmeans,iris,150,3,3,10,elbow_22,conventional,mean
5.0,2.4997111159999985,0.46316496612472247,0.5387701283584015,kmeans,iris,150,3,3,10,elbow_12,conventional,mean
5.0,2.499713303,0.46316496612472247,0.5387701283584015,kmeans,iris,150,3,3,10,elbow_21,conventional,mean
5.0,2.4997079519999996,0.46316496612472247,0.5387701283584015,kmeans,iris,150,3,3,10,elbow_33,conventional,mean
2.0,2.5203921190000003,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,10,calinski_harabasz,conventional,mean
11.0,2.520084345000001,0.3543217989831061,0.4342143320845845,kmeans,iris,150,3,3,10,hartigan,conventional,mean
5.0,2.5205466750000003,0.46316496612472247,0.5387701283584015,kmeans,iris,150,3,3,10,wb_index,conventional,mean
30.0,2.520126949,0.1714394188754034,0.3272103378751695,kmeans,iris,150,3,3,10,xu_index,conventional,mean
3.0,2.4997220780000013,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,10,elbow_11,conventional,amin
4.0,2.4997065029999987,0.610664611861335,0.6263778971718847,kmeans,iris,150,3,3,10,elbow_22,conventional,amin
3.0,2.4997067520000016,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,10,elbow_12,conventional,amin
4.0,2.4997030440000003,0.610664611861335,0.6263778971718847,kmeans,iris,150,3,3,10,elbow_21,conventional,amin
5.0,2.4997007510000007,0.46316496612472247,0.5387701283584015,kmeans,iris,150,3,3,10,elbow_33,conventional,amin
3.0,2.5199866669999995,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,10,calinski_harabasz,conventional,amax
11.0,2.5204661470000005,0.3543217989831061,0.4342143320845845,kmeans,iris,150,3,3,10,hartigan,conventional,amin
3.0,2.520080457999999,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,10,wb_index,conventional,amin
30.0,2.520027153000001,0.1714394188754034,0.3272103378751695,kmeans,iris,150,3,3,10,xu_index,conventional,amin
5.0,2.1062653650000005,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,10,elbow_11,euclidean,mean
5.0,2.1056017750000002,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,10,elbow_22,euclidean,mean
5.0,2.105584585000001,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,10,elbow_12,euclidean,mean
5.0,2.1055818330000005,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,10,elbow_21,euclidean,mean
5.0,2.105580917000001,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,10,elbow_33,euclidean,mean
2.0,2.1256253260000015,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,10,calinski_harabasz,euclidean,mean
5.0,2.1252875170000003,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,10,hartigan,euclidean,mean
2.0,2.1253863830000004,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,10,wb_index,euclidean,mean
2.0,2.1257701120000014,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,10,xu_index,euclidean,mean
25.0,2.1055911849999998,0.20014665545997587,0.3496193074090794,kmeans,iris,150,3,3,10,elbow_11,euclidean,amin
4.0,2.105579423,0.6206329421473108,0.6300703169604691,kmeans,iris,150,3,3,10,elbow_22,euclidean,amin
3.0,2.1055795890000013,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,10,elbow_12,euclidean,amin
25.0,2.1055771850000014,0.20014665545997587,0.3496193074090794,kmeans,iris,150,3,3,10,elbow_21,euclidean,amin
5.0,2.105577600000002,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,10,elbow_33,euclidean,amin
2.0,2.1254220230000005,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,10,calinski_harabasz,euclidean,amax
6.0,2.1255082090000013,0.42262685788387316,0.5032604439108047,kmeans,iris,150,3,3,10,hartigan,euclidean,amin
2.0,2.1253611610000007,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,10,wb_index,euclidean,amin
3.0,2.125493917,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,10,xu_index,euclidean,amin
2.0,3.029021325000002,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,10,silhouette,-,wss_min
3.0,3.0389039160000024,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,elbow_11,conventional,mean
4.0,3.038908286,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,10,elbow_22,conventional,mean
3.0,3.0389006199999997,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,elbow_12,conventional,mean
4.0,3.0388965490000004,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,10,elbow_21,conventional,mean
5.0,3.038899650000001,0.46569394095542876,0.5398382524736515,rswap,iris,150,3,3,10,elbow_33,conventional,mean
3.0,3.0700453220000004,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,calinski_harabasz,conventional,mean
11.0,3.0633157220000005,0.3365309021240049,0.4280246825825702,rswap,iris,150,3,3,10,hartigan,conventional,mean
3.0,3.0611705340000004,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,wb_index,conventional,mean
30.0,3.0606331310000012,0.13927944842328802,0.31936666698975913,rswap,iris,150,3,3,10,xu_index,conventional,mean
3.0,3.038879509000001,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,elbow_11,conventional,amin
4.0,3.038871661,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,10,elbow_22,conventional,amin
3.0,3.0388669210000003,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,elbow_12,conventional,amin
4.0,3.0388667750000025,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,10,elbow_21,conventional,amin
5.0,3.038866103,0.46569394095542876,0.5398382524736515,rswap,iris,150,3,3,10,elbow_33,conventional,amin
3.0,3.060167368000002,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,calinski_harabasz,conventional,amax
11.0,3.0600164890000006,0.3365309021240049,0.4280246825825702,rswap,iris,150,3,3,10,hartigan,conventional,amin
3.0,3.059801580000002,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,wb_index,conventional,amin
30.0,3.0606804860000008,0.13927944842328802,0.31936666698975913,rswap,iris,150,3,3,10,xu_index,conventional,amin
3.0,2.1124332920000004,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,elbow_11,euclidean,mean
4.0,2.1119773770000005,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,10,elbow_22,euclidean,mean
3.0,2.1119713140000016,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,elbow_12,euclidean,mean
4.0,2.1119673490000004,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,10,elbow_21,euclidean,mean
5.0,2.111967698000001,0.4670212076986913,0.5402934708474243,rswap,iris,150,3,3,10,elbow_33,euclidean,mean
2.0,2.1334383000000017,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,10,calinski_harabasz,euclidean,mean
6.0,2.1322336820000007,0.42262685788387316,0.5032604439108048,rswap,iris,150,3,3,10,hartigan,euclidean,mean
2.0,2.131615126,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,10,wb_index,euclidean,mean
3.0,2.1313364050000008,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,xu_index,euclidean,mean
3.0,2.1119825409999997,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,elbow_11,euclidean,amin
4.0,2.111962482000001,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,10,elbow_22,euclidean,amin
3.0,2.1119670050000003,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,elbow_12,euclidean,amin
4.0,2.111961755000001,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,10,elbow_21,euclidean,amin
5.0,2.111959884000001,0.4670212076986913,0.5402934708474243,rswap,iris,150,3,3,10,elbow_33,euclidean,amin
2.0,2.1318601269999995,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,10,calinski_harabasz,euclidean,amax
6.0,2.1323685790000013,0.42262685788387316,0.5032604439108048,rswap,iris,150,3,3,10,hartigan,euclidean,amin
2.0,2.132730403,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,10,wb_index,euclidean,amin
3.0,2.132846874,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,10,xu_index,euclidean,amin
2.0,3.045691976999999,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,10,silhouette,-,wss_min
25.0,3.0568427670000027,0.1998183940848359,0.3496928475718017,kmeans,iris,150,3,3,100,elbow_11,conventional,mean
4.0,3.0566470430000017,0.610664611861335,0.6263778971718847,kmeans,iris,150,3,3,100,elbow_22,conventional,mean
3.0,3.056644929000001,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,100,elbow_12,conventional,mean
5.0,3.0566463189999986,0.4578295847516546,0.5369406818993415,kmeans,iris,150,3,3,100,elbow_21,conventional,mean
5.0,3.0566492200000006,0.4578295847516546,0.5369406818993415,kmeans,iris,150,3,3,100,elbow_33,conventional,mean
2.0,3.077388622000001,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,100,calinski_harabasz,conventional,mean
10.0,3.075429750999998,0.3763695723147241,0.45986095877659705,kmeans,iris,150,3,3,100,hartigan,conventional,mean
5.0,3.074379931000003,0.4578295847516546,0.5369406818993415,kmeans,iris,150,3,3,100,wb_index,conventional,mean
30.0,3.083032641999999,0.1701066040875063,0.3261932641270418,kmeans,iris,150,3,3,100,xu_index,conventional,mean
3.0,3.056675662,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,100,elbow_11,conventional,amin
4.0,3.056651731999999,0.610664611861335,0.6263778971718847,kmeans,iris,150,3,3,100,elbow_22,conventional,amin
3.0,3.0566497340000005,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,100,elbow_12,conventional,amin
4.0,3.056658414000001,0.610664611861335,0.6263778971718847,kmeans,iris,150,3,3,100,elbow_21,conventional,amin
5.0,3.0566492410000023,0.4578295847516546,0.5369406818993415,kmeans,iris,150,3,3,100,elbow_33,conventional,amin
3.0,3.0806532729999994,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,100,calinski_harabasz,conventional,amax
11.0,3.075634610999998,0.35722264934518766,0.4340546141166584,kmeans,iris,150,3,3,100,hartigan,conventional,amin
3.0,3.0748188190000008,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,100,wb_index,conventional,amin
30.0,3.0748206170000003,0.1701066040875063,0.3261932641270418,kmeans,iris,150,3,3,100,xu_index,conventional,amin
5.0,1.9593254729999998,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,100,elbow_11,euclidean,mean
5.0,1.958021218999999,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,100,elbow_22,euclidean,mean
5.0,1.958016091000001,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,100,elbow_12,euclidean,mean
5.0,1.958012447999998,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,100,elbow_21,euclidean,mean
5.0,1.9580101079999999,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,100,elbow_33,euclidean,mean
2.0,1.9774223209999988,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,100,calinski_harabasz,euclidean,mean
5.0,1.9762438310000014,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,100,hartigan,euclidean,mean
2.0,1.9780891969999992,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,100,wb_index,euclidean,mean
2.0,1.9776504710000005,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,100,xu_index,euclidean,mean
3.0,1.9580316930000023,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,100,elbow_11,euclidean,amin
4.0,1.9580066589999987,0.6206329421473108,0.6300703169604691,kmeans,iris,150,3,3,100,elbow_22,euclidean,amin
3.0,1.9580059349999992,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,100,elbow_12,euclidean,amin
6.0,1.9580060610000025,0.42262685788387316,0.5032604439108047,kmeans,iris,150,3,3,100,elbow_21,euclidean,amin
5.0,1.9580073829999982,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,100,elbow_33,euclidean,amin
2.0,1.9792805340000008,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,100,calinski_harabasz,euclidean,amax
6.0,1.9782572159999994,0.42262685788387316,0.5032604439108047,kmeans,iris,150,3,3,100,hartigan,euclidean,amin
2.0,1.978609972000001,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,100,wb_index,euclidean,amin
3.0,1.9782098979999994,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,100,xu_index,euclidean,amin
2.0,2.908359920999999,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,100,silhouette,-,wss_min
3.0,2.4892216639999987,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,elbow_11,conventional,mean
4.0,2.489167554999998,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,100,elbow_22,conventional,mean
3.0,2.4891619209999973,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,elbow_12,conventional,mean
4.0,2.4891602960000014,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,100,elbow_21,conventional,mean
5.0,2.489160407,0.46569394095542876,0.5398382524736515,rswap,iris,150,3,3,100,elbow_33,conventional,mean
3.0,2.5092934589999984,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,calinski_harabasz,conventional,mean
11.0,2.506703310999999,0.3301467676160081,0.4255495417145351,rswap,iris,150,3,3,100,hartigan,conventional,mean
3.0,2.5067417499999998,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,wb_index,conventional,mean
30.0,2.5065045559999994,0.14942528735632185,0.3223985894689066,rswap,iris,150,3,3,100,xu_index,conventional,mean
3.0,2.4891674099999967,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,elbow_11,conventional,amin
4.0,2.4891555829999987,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,100,elbow_22,conventional,amin
3.0,2.4891537120000002,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,elbow_12,conventional,amin
4.0,2.4891533039999985,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,100,elbow_21,conventional,amin
5.0,2.489153795,0.46569394095542876,0.5398382524736515,rswap,iris,150,3,3,100,elbow_33,conventional,amin
3.0,2.508223839999996,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,calinski_harabasz,conventional,amax
11.0,2.506714085999999,0.3301467676160081,0.4255495417145351,rswap,iris,150,3,3,100,hartigan,conventional,amin
3.0,2.506504237999998,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,wb_index,conventional,amin
30.0,2.5064908720000005,0.14942528735632185,0.3223985894689066,rswap,iris,150,3,3,100,xu_index,conventional,amin
3.0,1.8346450859999983,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,elbow_11,euclidean,mean
4.0,1.834590648999999,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,100,elbow_22,euclidean,mean
3.0,1.8345983329999953,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,elbow_12,euclidean,mean
4.0,1.834595348999997,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,100,elbow_21,euclidean,mean
5.0,1.8345925779999952,0.4670212076986913,0.5402934708474243,rswap,iris,150,3,3,100,elbow_33,euclidean,mean
2.0,1.8648407459999987,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,100,calinski_harabasz,euclidean,mean
6.0,1.863142233999998,0.42262685788387316,0.5032604439108047,rswap,iris,150,3,3,100,hartigan,euclidean,mean
2.0,1.8633979029999956,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,100,wb_index,euclidean,mean
3.0,1.8618878209999963,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,xu_index,euclidean,mean
3.0,1.8345895579999976,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,elbow_11,euclidean,amin
4.0,1.8345694299999984,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,100,elbow_22,euclidean,amin
3.0,1.8345652809999997,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,elbow_12,euclidean,amin
4.0,1.8345647599999992,0.6230929299814632,0.6312574547845788,rswap,iris,150,3,3,100,elbow_21,euclidean,amin
5.0,1.8345637239999988,0.4670212076986913,0.5402934708474243,rswap,iris,150,3,3,100,elbow_33,euclidean,amin
2.0,1.8613023759999976,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,100,calinski_harabasz,euclidean,amax
6.0,1.8522333929999952,0.42262685788387316,0.5032604439108047,rswap,iris,150,3,3,100,hartigan,euclidean,amin
2.0,1.8521097749999988,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,100,wb_index,euclidean,amin
3.0,1.8520991309999957,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,100,xu_index,euclidean,amin
2.0,2.639771838999998,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,100,silhouette,-,wss_min
3.0,1.979642419000001,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,105,elbow_11,conventional,mean
4.0,1.9796089979999998,0.610664611861335,0.6263778971718847,kmeans,iris,150,3,3,105,elbow_22,conventional,mean
3.0,1.9796030610000024,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,105,elbow_12,conventional,mean
5.0,1.9796017540000008,0.4543649988654925,0.5357904015232737,kmeans,iris,150,3,3,105,elbow_21,conventional,mean
5.0,1.9796012560000023,0.4543649988654925,0.5357904015232737,kmeans,iris,150,3,3,105,elbow_33,conventional,mean
2.0,1.9974797580000008,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,105,calinski_harabasz,conventional,mean
11.0,1.996744459000002,0.3543217989831061,0.43421433208458443,kmeans,iris,150,3,3,105,hartigan,conventional,mean
5.0,1.997269578000001,0.4543649988654925,0.5357904015232737,kmeans,iris,150,3,3,105,wb_index,conventional,mean
30.0,1.997681913000001,0.1513472249215162,0.32132360097979407,kmeans,iris,150,3,3,105,xu_index,conventional,mean
27.0,1.9796153390000022,0.16602876575336012,0.33589573962083363,kmeans,iris,150,3,3,105,elbow_11,conventional,amin
4.0,1.9795996460000005,0.610664611861335,0.6263778971718847,kmeans,iris,150,3,3,105,elbow_22,conventional,amin
3.0,1.9795978329999997,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,105,elbow_12,conventional,amin
27.0,1.9795972769999999,0.16602876575336012,0.33589573962083363,kmeans,iris,150,3,3,105,elbow_21,conventional,amin
5.0,1.979596541000003,0.4543649988654925,0.5357904015232737,kmeans,iris,150,3,3,105,elbow_33,conventional,amin
3.0,1.9968369069999987,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,105,calinski_harabasz,conventional,amax
11.0,1.9967523709999995,0.3543217989831061,0.43421433208458443,kmeans,iris,150,3,3,105,hartigan,conventional,amin
3.0,1.997429425,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,105,wb_index,conventional,amin
30.0,1.9968583819999992,0.1513472249215162,0.32132360097979407,kmeans,iris,150,3,3,105,xu_index,conventional,amin
5.0,1.814173886999999,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,105,elbow_11,euclidean,mean
4.0,1.814127367000001,0.6206329421473108,0.6300703169604691,kmeans,iris,150,3,3,105,elbow_22,euclidean,mean
5.0,1.8141223370000006,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,105,elbow_12,euclidean,mean
5.0,1.8141227440000023,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,105,elbow_21,euclidean,mean
5.0,1.8141201319999993,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,105,elbow_33,euclidean,mean
2.0,1.8311653390000018,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,105,calinski_harabasz,euclidean,mean
5.0,1.8310541100000002,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,105,hartigan,euclidean,mean
2.0,1.831128733,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,105,wb_index,euclidean,mean
3.0,1.831028099000001,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,105,xu_index,euclidean,mean
27.0,1.8141328370000025,0.16602876575336012,0.33589573962083363,kmeans,iris,150,3,3,105,elbow_11,euclidean,amin
4.0,1.8141316729999986,0.6206329421473108,0.6300703169604691,kmeans,iris,150,3,3,105,elbow_22,euclidean,amin
3.0,1.8141169119999994,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,105,elbow_12,euclidean,amin
6.0,1.8141163869999986,0.4212570621468927,0.5028704592864399,kmeans,iris,150,3,3,105,elbow_21,euclidean,amin
5.0,1.8141152710000021,0.4752960785110105,0.5514997919023156,kmeans,iris,150,3,3,105,elbow_33,euclidean,amin
2.0,1.831445820999999,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,105,calinski_harabasz,euclidean,amax
6.0,1.8313400459999976,0.4212570621468927,0.5028704592864399,kmeans,iris,150,3,3,105,hartigan,euclidean,amin
2.0,1.8310100310000017,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,105,wb_index,euclidean,amin
3.0,1.831078454,0.7163421126838476,0.736419288125285,kmeans,iris,150,3,3,105,xu_index,euclidean,amin
2.0,2.6329262940000007,0.5681159420289855,0.5793801642856949,kmeans,iris,150,3,3,105,silhouette,-,wss_min
3.0,3.052378764,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,elbow_11,conventional,mean
4.0,3.051468321999998,0.6230929299814632,0.631257454784579,rswap,iris,150,3,3,105,elbow_22,conventional,mean
3.0,3.051442611999999,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,elbow_12,conventional,mean
4.0,3.051439035999998,0.6230929299814632,0.631257454784579,rswap,iris,150,3,3,105,elbow_21,conventional,mean
5.0,3.0514411410000015,0.46569394095542876,0.5398382524736515,rswap,iris,150,3,3,105,elbow_33,conventional,mean
3.0,3.083360371999998,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,calinski_harabasz,conventional,mean
11.0,3.0793734199999996,0.33165726047297356,0.42460937139725774,rswap,iris,150,3,3,105,hartigan,conventional,mean
3.0,3.074481232,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,wb_index,conventional,mean
30.0,3.0825511669999983,0.13832586736934563,0.31366806828337385,rswap,iris,150,3,3,105,xu_index,conventional,mean
3.0,3.051430504999999,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,elbow_11,conventional,amin
4.0,3.051416883999998,0.6230929299814632,0.631257454784579,rswap,iris,150,3,3,105,elbow_22,conventional,amin
3.0,3.0514147529999995,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,elbow_12,conventional,amin
4.0,3.0514149340000003,0.6230929299814632,0.631257454784579,rswap,iris,150,3,3,105,elbow_21,conventional,amin
5.0,3.051415290999998,0.46569394095542876,0.5398382524736515,rswap,iris,150,3,3,105,elbow_33,conventional,amin
3.0,3.0718058789999994,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,calinski_harabasz,conventional,amax
11.0,3.076525684,0.33165726047297356,0.42460937139725774,rswap,iris,150,3,3,105,hartigan,conventional,amin
3.0,3.070208179999998,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,wb_index,conventional,amin
30.0,3.0698891729999964,0.13832586736934563,0.31366806828337385,rswap,iris,150,3,3,105,xu_index,conventional,amin
3.0,1.9134079869999994,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,elbow_11,euclidean,mean
4.0,1.9133670259999995,0.6230929299814632,0.631257454784579,rswap,iris,150,3,3,105,elbow_22,euclidean,mean
3.0,1.9133588950000018,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,elbow_12,euclidean,mean
4.0,1.9133586679999972,0.6230929299814632,0.631257454784579,rswap,iris,150,3,3,105,elbow_21,euclidean,mean
5.0,1.9133586519999994,0.4670212076986913,0.5402934708474243,rswap,iris,150,3,3,105,elbow_33,euclidean,mean
2.0,1.931867784999998,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,105,calinski_harabasz,euclidean,mean
6.0,1.9307585269999983,0.4212570621468927,0.50287045928644,rswap,iris,150,3,3,105,hartigan,euclidean,mean
2.0,1.9311155139999983,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,105,wb_index,euclidean,mean
3.0,1.9307928039999993,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,xu_index,euclidean,mean
28.0,1.913375024999997,0.17215293182103544,0.3386812984199636,rswap,iris,150,3,3,105,elbow_11,euclidean,amin
4.0,1.9133565359999984,0.6230929299814632,0.631257454784579,rswap,iris,150,3,3,105,elbow_22,euclidean,amin
3.0,1.9133525439999985,0.7163421126838476,0.736419288125285,rswap,iris,150,3,3,105,elbow_12,euclidean,amin
28.0,1.9133518869999975,0.17215293182103544,0.3386812984199636,rswap,iris,150,3,3,105,elbow_21,euclidean,amin
5.0,1.9133531650000002,0.4670212076986913,0.5402934708474243,rswap,iris,150,3,3,105,elbow_33,euclidean,amin
2.0,1.9315937269999957,0.5681159420289855,0.5793801642856949,rswap,iris,150,3,3,105,calinski_harabasz,euclidean,amax
7.0,1.9313291929999998,0.46774323970794585,0.5147693176972408,rswap,iris,150,3,3,105,hartigan,euclidean,amin
